id,name,value
85,row-1305,1957.5
86,row-1306,1959.0
87,row-1307,1960.5
88,row-1308,1962.0
89,row-1309,1963.5
80,row-1310,1965.0
81,row-1311,1966.5
82,row-1312,1968.0
83,row-1313,1969.5
84,row-1314,1971.0
85,row-1315,1972.5
86,row-1316,1974.0
87,row-1317,1975.5
88,row-1318,1977.0
89,row-1319,1978.5
80,row-1320,1980.0
81,row-1321,1981.5
82,row-1322,1983.0
83,row-1323,1984.5
84,row-1324,1986.0
85,row-1325,1987.5
86,row-1326,1989.0
87,row-1327,1990.5
88,row-1328,1992.0
89,row-1329,1993.5
80,row-1330,1995.0
81,row-1331,1996.5
82,row-1332,1998.0
83,row-1333,1999.5
84,row-1334,2001.0
85,row-1335,2002.5
86,row-1336,2004.0
87,row-1337,2005.5
88,row-1338,2007.0
89,row-1339,2008.5
80,row-1340,2010.0
81,row-1341,2011.5
82,row-1342,2013.0
83,row-1343,2014.5
84,row-1344,2016.0
85,row-1345,2017.5
86,row-1346,2019.0
87,row-1347,2020.5
88,row-1348,2022.0
89,row-1349,2023.5
80,row-1350,2025.0
81,row-1351,2026.5
82,row-1352,2028.0
83,row-1353,2029.5
84,row-1354,2031.0
85,row-1355,2032.5
86,row-1356,2034.0
87,row-1357,2035.5
88,row-1358,2037.0
89,row-1359,2038.5
80,row-1360,2040.0
81,row-1361,2041.5
82,row-1362,2043.0
83,row-1363,2044.5
84,row-1364,2046.0
85,row-1365,2047.5
86,row-1366,2049.0
87,row-1367,2050.5
88,row-1368,2052.0
89,row-1369,2053.5
80,row-1370,2055.0
81,row-1371,2056.5
82,row-1372,2058.0
83,row-1373,2059.5
84,row-1374,2061.0
85,row-1375,2062.5
86,row-1376,2064.0
87,row-1377,2065.5
88,row-1378,2067.0
89,row-1379,2068.5
80,row-1380,2070.0
81,row-1381,2071.5
82,row-1382,2073.0
83,row-1383,2074.5
84,row-1384,2076.0
85,row-1385,2077.5
86,row-1386,2079.0
87,row-1387,2080.5
88,row-1388,2082.0
89,row-1389,2083.5
80,row-1390,2085.0
81,row-1391,2086.5
82,row-1392,2088.0
83,row-1393,2089.5
84,row-1394,2091.0
85,row-1395,2092.5
86,row-1396,2094.0
87,row-1397,2095.5
88,row-1398,2097.0
89,row-1399,2098.5
80,row-1400,2100.0
81,row-1401,2101.5
82,row-1402,2103.0
83,row-1403,2104.5
84,row-1404,2106.0
85,row-1405,2107.5
86,row-1406,2109.0
87,row-1407,2110.5
88,row-1408,2112.0
89,row-1409,2113.5
80,row-1410,2115.0
81,row-1411,2116.5
82,row-1412,2118.0
83,row-1413,2119.5
84,row-1414,2121.0
85,row-1415,2122.5
86,row-1416,2124.0
87,row-1417,2125.5
88,row-1418,2127.0
89,row-1419,2128.5
80,row-1420,2130.0
81,row-1421,2131.5
82,row-1422,2133.0
83,row-1423,2134.5
84,row-1424,2136.0
85,row-1425,2137.5
86,row-1426,2139.0
87,row-1427,2140.5
88,row-1428,2142.0
89,row-1429,2143.5
80,row-1430,2145.0
81,row-1431,2146.5
82,row-1432,2148.0
83,row-1433,2149.5
84,row-1434,2151.0
85,row-1435,2152.5
86,row-1436,2154.0
87,row-1437,2155.5
88,row-1438,2157.0
89,row-1439,2158.5
80,row-1440,2160.0
81,row-1441,2161.5
82,row-1442,2163.0
83,row-1443,2164.5
84,row-1444,2166.0
85,row-1445,2167.5
86,row-1446,2169.0
87,row-1447,2170.5
88,row-1448,2172.0
89,row-1449,2173.5
80,row-1450,2175.0
81,row-1451,2176.5
82,row-1452,2178.0
83,row-1453,2179.5
84,row-1454,2181.0
85,row-1455,2182.5
86,row-1456,2184.0
87,row-1457,2185.5
88,row-1458,2187.0
89,row-1459,2188.5
80,row-1460,2190.0
81,row-1461,2191.5
82,row-1462,2193.0
83,row-1463,2194.5
84,row-1464,2196.0
85,row-1465,2197.5
86,row-1466,2199.0
87,row-1467,2200.5
88,row-1468,2202.0
89,row-1469,2203.5
80,row-1470,2205.0
81,row-1471,2206.5
82,row-1472,2208.0
83,row-1473,2209.5
84,row-1474,2211.0
85,row-1475,2212.5
86,row-1476,2214.0
87,row-1477,2215.5
88,row-1478,2217.0
89,row-1479,2218.5
80,row-1480,2220.0
81,row-1481,2221.5
82,row-1482,2223.0
83,row-1483,2224.5
84,row-1484,2226.0
85,row-1485,2227.5
86,row-1486,2229.0
87,row-1487,2230.5
88,row-1488,2232.0
89,row-1489,2233.5
80,row-1490,2235.0
81,row-1491,2236.5
82,row-1492,2238.0
83,row-1493,2239.5
84,row-1494,2241.0
85,row-1495,2242.5
86,row-1496,2244.0
87,row-1497,2245.5
88,row-1498,2247.0
89,row-1499,2248.5
80,row-1500,2250.0
81,row-1501,2251.5
82,row-1502,2253.0
83,row-1503,2254.5
84,row-1504,2256.0
85,row-1505,2257.5
86,row-1506,2259.0
87,row-1507,2260.5
88,row-1508,2262.0
89,row-1509,2263.5
80,row-1510,2265.0
81,row-1511,2266.5
82,row-1512,2268.0
83,row-1513,2269.5
84,row-1514,2271.0
85,row-1515,2272.5
86,row-1516,2274.0
87,row-1517,2275.5
88,row-1518,2277.0
89,row-1519,2278.5
80,row-1520,2280.0
81,row-1521,2281.5
82,row-1522,2283.0
83,row-1523,2284.5
84,row-1524,2286.0
85,row-1525,2287.5
86,row-1526,2289.0
87,row-1527,2290.5
88,row-1528,2292.0
89,row-1529,2293.5
80,row-1530,2295.0
81,row-1531,2296.5
82,row-1532,2298.0
83,row-1533,2299.5
84,row-1534,2301.0
85,row-1535,2302.5
86,row-1536,2304.0
87,row-1537,2305.5
88,row-1538,2307.0
89,row-1539,2308.5
80,row-1540,2310.0
81,row-1541,2311.5
82,row-1542,2313.0
83,row-1543,2314.5
84,row-1544,2316.0
85,row-1545,2317.5
86,row-1546,2319.0
87,row-1547,2320.5
88,row-1548,2322.0
89,row-1549,2323.5
80,row-1550,2325.0
81,row-1551,2326.5
82,row-1552,2328.0
83,row-1553,2329.5
84,row-1554,2331.0
85,row-1555,2332.5
86,row-1556,2334.0
87,row-1557,2335.5
88,row-1558,2337.0
89,row-1559,2338.5
80,row-1560,2340.0
81,row-1561,2341.5
82,row-1562,2343.0
83,row-1563,2344.5
84,row-1564,2346.0
85,row-1565,2347.5
86,row-1566,2349.0
87,row-1567,2350.5
88,row-1568,2352.0
89,row-1569,2353.5
80,row-1570,2355.0
81,row-1571,2356.5
82,row-1572,2358.0
83,row-1573,2359.5
84,row-1574,2361.0
85,row-1575,2362.5
86,row-1576,2364.0
87,row-1577,2365.5
88,row-1578,2367.0
89,row-1579,2368.5
80,row-1580,2370.0
81,row-1581,2371.5
82,row-1582,2373.0
83,row-1583,2374.5
84,row-1584,2376.0
85,row-1585,2377.5
86,row-1586,2379.0
87,row-1587,2380.5
88,row-1588,2382.0
89,row-1589,2383.5
80,row-1590,2385.0
81,row-1591,2386.5
82,row-1592,2388.0
83,row-1593,2389.5
84,row-1594,2391.0
85,row-1595,2392.5
86,row-1596,2394.0
87,row-1597,2395.5
88,row-1598,2397.0
89,row-1599,2398.5
80,row-1600,2400.0
81,row-1601,2401.5
82,row-1602,2403.0
83,row-1603,2404.5
84,row-1604,2406.0
85,row-1605,2407.5
86,row-1606,2409.0
87,row-1607,2410.5
88,row-1608,2412.0
89,row-1609,2413.5
80,row-1610,2415.0
81,row-1611,2416.5
82,row-1612,2418.0
83,row-1613,2419.5
84,row-1614,2421.0
85,row-1615,2422.5
86,row-1616,2424.0
87,row-1617,2425.5
88,row-1618,2427.0
89,row-1619,2428.5
80,row-1620,2430.0
81,row-1621,2431.5
82,row-1622,2433.0
83,row-1623,2434.5
84,row-1624,2436.0
85,row-1625,2437.5
86,row-1626,2439.0
87,row-1627,2440.5
88,row-1628,2442.0
89,row-1629,2443.5
80,row-1630,2445.0
81,row-1631,2446.5
82,row-1632,2448.0
83,row-1633,2449.5
84,row-1634,2451.0
85,row-1635,2452.5
86,row-1636,2454.0
87,row-1637,2455.5
88,row-1638,2457.0
89,row-1639,2458.5
80,row-1640,2460.0
81,row-1641,2461.5
82,row-1642,2463.0
83,row-1643,2464.5
84,row-1644,2466.0
85,row-1645,2467.5
86,row-1646,2469.0
87,row-1647,2470.5
88,row-1648,2472.0
89,row-1649,2473.5
80,row-1650,2475.0
81,row-1651,2476.5
82,row-1652,2478.0
83,row-1653,2479.5
84,row-1654,2481.0
85,row-1655,2482.5
86,row-1656,2484.0
87,row-1657,2485.5
88,row-1658,2487.0
89,row-1659,2488.5
80,row-1660,2490.0
81,row-1661,2491.5
82,row-1662,2493.0
83,row-1663,2494.5
84,row-1664,2496.0
85,row-1665,2497.5
86,row-1666,2499.0
87,row-1667,2500.5
88,row-1668,2502.0
89,row-1669,2503.5
80,row-1670,2505.0
81,row-1671,2506.5
82,row-1672,2508.0
83,row-1673,2509.5
84,row-1674,2511.0
85,row-1675,2512.5
86,row-1676,2514.0
87,row-1677,2515.5
88,row-1678,2517.0
89,row-1679,2518.5
80,row-1680,2520.0
81,row-1681,2521.5
82,row-1682,2523.0
83,row-1683,2524.5
84,row-1684,2526.0
85,row-1685,2527.5
86,row-1686,2529.0
87,row-1687,2530.5
88,row-1688,2532.0
89,row-1689,2533.5
80,row-1690,2535.0
81,row-1691,2536.5
82,row-1692,2538.0
83,row-1693,2539.5
84,row-1694,2541.0
85,row-1695,2542.5
86,row-1696,2544.0
87,row-1697,2545.5
88,row-1698,2547.0
89,row-1699,2548.5
80,row-1700,2550.0
81,row-1701,2551.5
82,row-1702,2553.0
83,row-1703,2554.5
84,row-1704,2556.0
85,row-1705,2557.5
86,row-1706,2559.0
87,row-1707,2560.5
88,row-1708,2562.0
89,row-1709,2563.5
80,row-1710,2565.0
81,row-1711,2566.5
82,row-1712,2568.0
83,row-1713,2569.5
84,row-1714,2571.0
85,row-1715,2572.5
86,row-1716,2574.0
87,row-1717,2575.5
88,row-1718,2577.0
89,row-1719,2578.5
80,row-1720,2580.0
81,row-1721,2581.5
82,row-1722,2583.0
83,row-1723,2584.5
84,row-1724,2586.0
85,row-1725,2587.5
86,row-1726,2589.0
87,row-1727,2590.5
88,row-1728,2592.0
89,row-1729,2593.5
80,row-1730,2595.0
81,row-1731,2596.5
82,row-1732,2598.0
83,row-1733,2599.5
84,row-1734,2601.0
85,row-1735,2602.5
86,row-1736,2604.0
87,row-1737,2605.5
88,row-1738,2607.0
89,row-1739,2608.5
80,row-1740,2610.0
81,row-1741,2611.5
82,row-1742,2613.0
83,row-1743,2614.5
84,row-1744,2616.0
85,row-1745,2617.5
86,row-1746,2619.0
87,row-1747,2620.5
88,row-1748,2622.0
89,row-1749,2623.5
80,row-1750,2625.0
81,row-1751,2626.5
82,row-1752,2628.0
83,row-1753,2629.5
84,row-1754,2631.0
85,row-1755,2632.5
86,row-1756,2634.0
87,row-1757,2635.5
88,row-1758,2637.0
89,row-1759,2638.5
80,row-1760,2640.0
81,row-1761,2641.5
82,row-1762,2643.0
83,row-1763,2644.5
84,row-1764,2646.0
85,row-1765,2647.5
86,row-1766,2649.0
87,row-1767,2650.5
88,row-1768,2652.0
89,row-1769,2653.5
80,row-1770,2655.0
81,row-1771,2656.5
82,row-1772,2658.0
83,row-1773,2659.5
84,row-1774,2661.0
85,row-1775,2662.5
86,row-1776,2664.0
87,row-1777,2665.5
88,row-1778,2667.0
89,row-1779,2668.5
80,row-1780,2670.0
81,row-1781,2671.5
82,row-1782,2673.0
83,row-1783,2674.5
84,row-1784,2676.0
85,row-1785,2677.5
86,row-1786,2679.0
87,row-1787,2680.5
88,row-1788,2682.0
89,row-1789,2683.5
80,row-1790,2685.0
81,row-1791,2686.5
82,row-1792,2688.0
83,row-1793,2689.5
84,row-1794,2691.0
85,row-1795,2692.5
86,row-1796,2694.0
87,row-1797,2695.5
88,row-1798,2697.0
89,row-1799,2698.5
80,row-1800,2700.0
81,row-1801,2701.5
82,row-1802,2703.0
83,row-1803,2704.5
84,row-1804,2706.0
85,row-1805,2707.5
86,row-1806,2709.0
87,row-1807,2710.5
88,row-1808,2712.0
89,row-1809,2713.5
80,row-1810,2715.0
81,row-1811,2716.5
82,row-1812,2718.0
83,row-1813,2719.5
84,row-1814,2721.0
85,row-1815,2722.5
86,row-1816,2724.0
87,row-1817,2725.5
88,row-1818,2727.0
89,row-1819,2728.5
80,row-1820,2730.0
81,row-1821,2731.5
82,row-1822,2733.0
83,row-1823,2734.5
84,row-1824,2736.0
85,row-1825,2737.5
86,row-1826,2739.0
87,row-1827,2740.5
88,row-1828,2742.0
89,row-1829,2743.5
80,row-1830,2745.0
81,row-1831,2746.5
82,row-1832,2748.0
83,row-1833,2749.5
84,row-1834,2751.0
85,row-1835,2752.5
86,row-1836,2754.0
87,row-1837,2755.5
88,row-1838,2757.0
89,row-1839,2758.5
80,row-1840,2760.0
81,row-1841,2761.5
82,row-1842,2763.0
83,row-1843,2764.5
84,row-1844,2766.0
85,row-1845,2767.5
86,row-1846,2769.0
87,row-1847,2770.5
88,row-1848,2772.0
89,row-1849,2773.5
80,row-1850,2775.0
81,row-1851,2776.5
82,row-1852,2778.0
83,row-1853,2779.5
84,row-1854,2781.0
85,row-1855,2782.5
86,row-1856,2784.0
87,row-1857,2785.5
88,row-1858,2787.0
89,row-1859,2788.5
80,row-1860,2790.0
81,row-1861,2791.5
82,row-1862,2793.0
83,row-1863,2794.5
84,row-1864,2796.0
85,row-1865,2797.5
86,row-1866,2799.0
87,row-1867,2800.5
88,row-1868,2802.0
89,row-1869,2803.5
80,row-1870,2805.0
81,row-1871,2806.5
82,row-1872,2808.0
83,row-1873,2809.5
84,row-1874,2811.0
85,row-1875,2812.5
86,row-1876,2814.0
87,row-1877,2815.5
88,row-1878,2817.0
89,row-1879,2818.5
80,row-1880,2820.0
81,row-1881,2821.5
82,row-1882,2823.0
83,row-1883,2824.5
84,row-1884,2826.0
85,row-1885,2827.5
86,row-1886,2829.0
87,row-1887,2830.5
88,row-1888,2832.0
89,row-1889,2833.5
80,row-1890,2835.0
81,row-1891,2836.5
82,row-1892,2838.0
83,row-1893,2839.5
84,row-1894,2841.0
85,row-1895,2842.5
86,row-1896,2844.0
87,row-1897,2845.5
88,row-1898,2847.0
89,row-1899,2848.5
80,row-1900,2850.0
81,row-1901,2851.5
82,row-1902,2853.0
83,row-1903,2854.5
84,row-1904,2856.0
85,row-1905,2857.5
86,row-1906,2859.0
87,row-1907,2860.5
88,row-1908,2862.0
89,row-1909,2863.5
80,row-1910,2865.0
81,row-1911,2866.5
82,row-1912,2868.0
83,row-1913,2869.5
84,row-1914,2871.0
85,row-1915,2872.5
86,row-1916,2874.0
87,row-1917,2875.5
88,row-1918,2877.0
89,row-1919,2878.5
80,row-1920,2880.0
81,row-1921,2881.5
82,row-1922,2883.0
83,row-1923,2884.5
84,row-1924,2886.0
85,row-1925,2887.5
86,row-1926,2889.0
87,row-1927,2890.5
88,row-1928,2892.0
89,row-1929,2893.5
80,row-1930,2895.0
81,row-1931,2896.5
82,row-1932,2898.0
83,row-1933,2899.5
84,row-1934,2901.0
85,row-1935,2902.5
86,row-1936,2904.0
87,row-1937,2905.5
88,row-1938,2907.0
89,row-1939,2908.5
80,row-1940,2910.0
81,row-1941,2911.5
82,row-1942,2913.0
83,row-1943,2914.5
84,row-1944,2916.0
85,row-1945,2917.5
86,row-1946,2919.0
87,row-1947,2920.5
88,row-1948,2922.0
89,row-1949,2923.5
80,row-1950,2925.0
81,row-1951,2926.5
82,row-1952,2928.0
83,row-1953,2929.5
84,row-1954,2931.0
85,row-1955,2932.5
86,row-1956,2934.0
87,row-1957,2935.5
88,row-1958,2937.0
89,row-1959,2938.5
80,row-1960,2940.0
81,row-1961,2941.5
82,row-1962,2943.0
83,row-1963,2944.5
84,row-1964,2946.0
85,row-1965,2947.5
86,row-1966,2949.0
87,row-1967,2950.5
88,row-1968,2952.0
89,row-1969,2953.5
80,row-1970,2955.0
81,row-1971,2956.5
82,row-1972,2958.0
83,row-1973,2959.5
84,row-1974,2961.0
85,row-1975,2962.5
86,row-1976,2964.0
87,row-1977,2965.5
88,row-1978,2967.0
89,row-1979,2968.5
80,row-1980,2970.0
81,row-1981,2971.5
82,row-1982,2973.0
83,row-1983,2974.5
84,row-1984,2976.0
85,row-1985,2977.5
86,row-1986,2979.0
87,row-1987,2980.5
88,row-1988,2982.0
89,row-1989,2983.5
80,row-1990,2985.0
81,row-1991,2986.5
82,row-1992,2988.0
83,row-1993,2989.5
84,row-1994,2991.0
85,row-1995,2992.5
86,row-1996,2994.0
87,row-1997,2995.5
88,row-1998,2997.0
89,row-1999,2998.5
80,row-2000,3000.0
